comments	status
phone get 2005 just bought S710a can say WOW 	1
Buttons small	0
Just reading specs alone makes say WOW	1
Love it Great armband	1
really like product over Motorola because allot clearer ear piece mic	1
However keypads so tinny  sometimes reach wrong buttons	0
exchanged sony ericson z500a pretty happy  decision	1
impressed price cases	1
Also makes easier hold to	1
use product motor control center where lot high voltage humming from equipment works great 	1
pretty easy	1
cannot make calls certain places	0
however girl complain  some time doesn't wake like normal does	0
Beautiful styling though	1
company charge restocking fee still not given refund back	0
I'm trying return refund	0
plugged only find not darn thing worked	0
Excellent product	1
Earbud piece breaks easily	0
Lousy product	0
phone tries hard do everything but fails ability phone	0
best charger seen market yet	1
SWEETEST PHONE   	1
:-)Oh charger seems work fine	1
fits so securely  ear hook does not even need used sound better directed through your ear canal	1
Not enough volume	0
Echo ProblemVery unsatisfactory	0
you could only take 2 videos time quality poor	0
don't waste your money	0
am going first negatively review product	0
Adapter does not provide enough charging current	0
There so much hype over  assumed best mistake	0
also cannot take pictures case because lense covered	0
Phone falls easily	0
didn't work people can not hear talk	0
text messaging feature really tricky use	0
I'm really disappointed now charger  doesn't work	0
Painful ear	0
Lasted day blew up	0
disappointed	0
Kind flops around	0
screen does get smudged easily because touches your ear face	0
What piece junk lose more calls phone	0
Item Does Not Match Picture	0
only thing  disappoint infra red port (irda)	0
can not answer calls unit never worked once 	0
