comentarios	status
the cashier was friendly and even brought the food out to me	1
i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer	0
the atmosphere here is fun	1
would not recommend to others	0
service is quick and even "to goorders are just like we like it	1
i mean really how do you get so famous for your fish and chips when its so terrible	0
that said our mouths and bellies were still quite pleased	1
not my thing	0
2 thumbs up	1
if you are reading this please dont go there	0
i loved the grilled pizza reminded me of legit italian pizza	1
only pros  large seating area/ nice bar area/ great simple drink menu/ the best brick oven pizza with homemade dough	1
they have a really nice atmosphere	1
tonight i had the elk filet specialand it sucked	0
after one bite i was hooked	1
we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything	0
cute quaint simple honest	1
the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside	1
the food was great as always compliments to the chef	1
special thanks to dylan t for the recommendation on what to order  all yummy for my tummy	1
awesome selection of beer	1
great food and awesome service	1
one nice thing was that they added gratuity on the bill since our party was larger than 6 or 8 and they didnt expect more tip than that	1
a fly was in my apple juice a fly	0
the han nan chicken was also very tasty	1
as for the service i thought it was good	1
the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us	0
ryans bar is definitely one edinburgh establishment i wont be revisiting	0
nicest chinese restaurant ive been in a while	1
overall i like there food and the service	1
they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world	1
probably never coming back and wouldnt recommend it	0
friends pasta  also bad he barely touched it	0
try them in the airport to experience some tasty food and speedy friendly service	1
i love the decor with the chinese calligraphy wall paper	1
never had anything to complain about here	1
the restaurant is very clean and has a family restaurant feel to it	1
it was way over fried	0
im not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place	0
when i opened the sandwich i was impressed but not in a good way	0
will not be back	0
there was a warm feeling with the service and i felt like their guest for a special treat	1
an extensive menu provides lots of options for breakfast	1
i always order from the vegetarian menu during dinner which has a wide array of options to choose from	1
i have watched their prices inflate portions get smaller and management attitudes grow rapidly	0
wonderful lil tapas and the ambience made me feel all warm and fuzzy inside	1
i got to enjoy the seafood salad with a fabulous vinegrette	1
the wontons were thin not thick and chewy almost melt in your mouth	1
level 5 spicy was perfect where spice didnt overwhelm the soup	1
we were sat right on time and our server from the get go was fantastic	1
main thing i didnt enjoy is that the crowd is of older crowd around mid 30s and up	0
when im on this side of town this will definitely be a spot ill hit up again	1
i had to wait over 30 minutes to get my drink and longer to get 2 arepas	0
this is a great place to eat	1
the jalapeno bacon is soooo good	1
the service was poor and thats being nice	0
food was good service was good prices were good	1
the place was not clean and the food oh so stale	0
the chicken dishes are ok the beef is like shoe leather	0
but the service was beyond bad	0
im so happy to be here"	1
tasted like dirt	0
one of the few places in phoenix that i would definately go back to again 	1
the block was amazing	1
its close to my house its lowkey nonfancy affordable prices good food	1
