comentarios	status
the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside	1
the food was great as always compliments to the chef	1
special thanks to dylan t for the recommendation on what to order  all yum for  tum	1
awesome selection of beer	1
great food and awesome service	1
one nice thing was that they added gratuity on the bill since our party was larger than 6 or 8 and they didnt expect more tip than that	1
a fly was in  apple juice a fly	0
the han nan chicken was also very tasty	1
as for the service i thought it was good	1
the food was barely lukewarm so it must have  sitting waiting for the server to bring it out to us	0
 bar is definitely one edinburgh establishment i wont be revisiting	0
nicest  restaurant ive  in a while	1
overall i like there food and the service	1
they also now serve  naan bread with hummus and  spicy pine nut sauce that was out of this world	1
probably never coming back and wouldnt recommend it	0
 pasta  also bad  barely toucd it	0
try them in the airport to experience  tasty food and speedy friendly service	1
i love the decor with the  calligraphy wall paper	1
never had anything to complain about here	1
the restaurant is very clean and has a family restaurant  to it	1
it was way over fried	0
im not sure how long we stood there but it was long enough for me to begin to  awkwardly out of place	0
when i opened the sandwich i was impressed but not in a good way	0
will not be back	0
there was a warm feeling with the service and i felt like their guest for a special treat	1
an extensive menu provides lots of options for breakfast	1
i always order from the vegetarian menu during  which has a  array of options to choose from	1
i have watched their prices inflate portions get smaller and management attitudes grow rapidly	0
wonderful lil tapas and the ambience made me  all warm and fuzzy inside	1
i got to enjoy the seafood  with a fabulous 	1
the wontons were thin not  and chewy almost melt in your mouth	1
level 5 spicy was perfect where spice didnt overwhelm the soup	1
we were sat right on time and our server from the get go was fantastic	1
 thing i didnt enjoy is that the crowd is of  crowd around mid 30s and up	0
when im on this side of town this w definitely be a spot  hit up again	1
i had to wait over 30 minutes to get  drink and longer to get 2 arepas	0
this is a great place to eat	1
the jalapeno bacon is soooo good	1
the service was poor and thats being nice	0
food was good service was good prices were good	1
the place was not clean and the food oh so stale	0
the chicken dishes are ok the beef is like shoe leather	0
but the service was beyond bad	0
im so happy to be here"	1
tasted like dirt	0
one of the few places in phoenix that i would definately go back to again 	1
the block was amazing	1
its close to  house its lowkey nonfancy affordable prices good food	1
* both the hot & sour & the egg  soups were absolutely 5 stars	1
 sashimi was poor quality being soggy and tasteless	0
great time  family  on a sunday night	1
the food is not tasty at all not to say its "real  hunan style"	0
what did bother me was the slow service	0
the flair bartenders are absolutely amazing	1
their frozen  are way too sugary for  taste	0
these were so good we ordered them twice	1
so in a nutshell 1 the restaraunt smells like a combination of a dirty fish market and a sewer	0
 girlfriends veal was very bad	0
unfortunately it was not good	0
i had a pretty satifying experience	1
join the  and get awesome offers via email	1
perfect for someone me who only likes beer ice cold or in this case even colder	1
bland and flavorless is a good way of describing the barely tepid meat	0
the chains which im no fan of beat this place easily	0
the  are a must have	1
we will not be coming back	0
i dont have very many words to say about this place but it does everything pretty well	1
the staff is super nice and very quick even with the crazy crowds of the  juries lawyers and court staff	1
great atmosphere friendly and fast service	1
when i received  pita it was huge it did have a lot of meat in it so thumbs up there	1
once your food arrives its meh	0
paying $785 for a hot dog and fries that looks like it came out of a kids meal at the wienerschnitzel is not  idea of a good meal	0
the classic maine lobster roll was fantastic	1
  in law who works at t  ate re same day and guess what  was sick all night too	0
so good i am going to have to review this place twice  once hereas a tribute to the place and once as a tribute to an event held here last night	1
the chips and salsa were really good the salsa was very fresh	1
this place is great	1
mediocre food	0
once you get inside youll be impressed with the place	1
im super pissd	0
